"Address","¤u¼t¦WºÙ","¤u¼tµn°O½s¸¹","¤u¼t³]¥ß³\¥i®×¸¹","¤u¼t¦a§}","¤u¼t¥«Âí¶m§ø¨½","¤u¼t­t³d¤H©m¦W","¤½¥q.Àç§Q¨Æ·~.²Î¤@½s¸¹","¤u¼t²ÕÂ´«¬ºA","¤u¼t³]¥ß®Ö­ã¤é´Á","¤u¼tµn°O®Ö­ã¤é´Á","¤u¼tµn°Oª¬ºA","²£·~Ãþ§O","¥D­n²£«~","Response_Address","Response_X","Response_Y"
"®ç¶é¥«¤K¼w°Ï°ª©ú¨½ºÖ¼wµó¤»¸¹¤@¼Ó","¦ÚÅtªÑ¥÷¦³­­¤½¥q","99629501",7910003087772,"®ç¶é¥«¤K¼w°Ï°ª©ú¨½ºÖ¼wµó¤»¸¹¤@¼Ó","®ç¶é¥«¤K¼w°Ï°ª©ú¨½","±i¥Ã·½¡@¡@¡@",23833407,"ªÑ¥÷¦³­­¤½¥q",790825,791002,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~","251ª÷ÄÝ¤â¤u¨ã¤Î¼Ò¨ã,259¨ä¥Lª÷ÄÝ»s«~,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï°ª©ú¨½2¾FºÖ¼wµó6¸¹","121.271510","24.975702"
"®ç¶é¥«¤K¼w°Ï°ª©ú¨½Ä_Â×µó¤@¤­«Ñ¤@¸¹","¬ü²E¦³­­¤½¥q","99627156",8910003323153,"®ç¶é¥«¤K¼w°Ï°ª©ú¨½Ä_Â×µó¤@¤­«Ñ¤@¸¹","®ç¶é¥«¤K¼w°Ï°ª©ú¨½","ªá¬K¶¯",70714705,"¦³­­¤½¥q",890322,890329,"¥Í²£¤¤","16¦L¨ê¤Î¸ê®ÆÀx¦s´CÅé½Æ»s·~","161¦L¨ê¤Î¨ä»²§U",NA,NA,NA
"®ç¶é¥«¤K¼w°Ï°ª«°¤Eµó31¸¹","¦ã¬ü¥ÍÂå¦³­­¤½¥q","03001905",NA,"®ç¶é¥«¤K¼w°Ï°ª«°¤Eµó31¸¹","®ç¶é¥«¤K¼w°Ï","§d±á¦t",54259814,"¦³­­¤½¥q",NA,1020911,"¥Í²£¤¤","19¤Æ¾Ç»s«~»s³y·~","194¤ÆùÛ«~","®ç¶é¥«¤K¼w°Ï°ª©ú¨½31¾F°ª«°¤Eµó31¸¹","121.277308","24.975878"
"®ç¶é¥«¤K¼w°ÏµØ±dµó¢±¢¯¢´¸¹¢°¼Ó","³Óºa°s·~ªÑ¥÷¦³­­¤½¥q","99722332",NA,"®ç¶é¥«¤K¼w°ÏµØ±dµó¢±¢¯¢´¸¹¢°¼Ó","®ç¶é¥«¤K¼w°Ï","§dÞmºa",25089570,"ªÑ¥÷¦³­­¤½¥q",NA,990128,"¥Í²£¤¤","09¶¼®Æ»s³y·~","091°sºë¶¼®Æ","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½14¾FµØ±dµó205¸¹","121.269648","24.970349"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¢°¢³¾F¤¶¹Ø¸ô¢±¬q¢µ¢´¢¯¸¹¢±¼Ó","¥x§°¥Í¤Æ¬ì§Þ¦³­­¤½¥q","99722339",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¢°¢³¾F¤¶¹Ø¸ô¢±¬q¢µ¢´¢¯¸¹¢±¼Ó","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","µØ¼zÄÉ",80576863,"¦³­­¤½¥q",NA,990204,"¥Í²£¤¤","19¤Æ¾Ç»s«~»s³y·~","194¤ÆùÛ«~","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F¤¶¹Ø¸ô¤G¬q650¸¹","121.297289","24.939351"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¢°¢³¾F·ç·½¤@µó¢±¢±¸¹","°¶¯Sºë±K¦³­­¤½¥q","99707465",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¢°¢³¾F·ç·½¤@µó¢±¢±¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","³\¸R°¶",27489257,"¦³­­¤½¥q",NA,970218,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~","251ª÷ÄÝ¤â¤u¨ã¤Î¼Ò¨ã,254ª÷ÄÝ¥[¤u³B²z","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½¤@µó22¸¹","121.296266","24.939565"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¢°¢³¾F·ç·½µó¢±¢¶¸¹¢±¼Ó","¤d·¶¹ê·~¦³­­¤½¥q","99707986",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¢°¢³¾F·ç·½µó¢±¢¶¸¹¢±¼Ó","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","´å¶®²N",16422483,"¦³­­¤½¥q",NA,971231,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½µó27¸¹","121.295847","24.940013"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¢°¢³¾F·ç·½µó¢²¢¯¸¹","¯Ñ³»¥ø·~ªÀ","99717902",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¢°¢³¾F·ç·½µó¢²¢¯¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","°ª¹ÅÂE",9850349,"¿W¸ê",NA,981112,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~","254ª÷ÄÝ¥[¤u³B²z","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½µó30¸¹","121.296124","24.940426"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¢°¢´¾F¤¶¹Ø¸ô¢±¬q¢³¢¸¢·¸¹","¤¤¥x¾ó½¦¤u·~ªÑ¥÷¦³­­¤½¥q","99626815",6710000097834,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¢°¢´¾F¤¶¹Ø¸ô¢±¬q¢³¢¸¢·¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","§õ¤å´f¡@¡@",3104704,"ªÑ¥÷¦³­­¤½¥q",580101,681012,"¥Í²£¤¤","21¾ó½¦»s«~»s³y·~","210¾ó½¦»s«~","®ç¶é¥«¤K¼w°Ï·ç®õ¨½15¾F¤¶¹Ø¸ô¤G¬q498¸¹","121.297208","24.944486"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¢±¬q¢´¢²¢²¸¹¢°¼Ó","°·öq¤u·~ªÑ¥÷¦³­­¤½¥q¤K¼w¼t","99706936",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¢±¬q¢´¢²¢²¸¹¢°¼Ó","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","´¿ªLÎ]",84342488,"ªÑ¥÷¦³­­¤½¥q",NA,960414,"¥Í²£¤¤","30¨T¨®¤Î¨ä¹s¥ó»s³y·~,31¨ä¥L¹B¿é¤u¨ã¤Î¨ä¹s¥ó»s³y·~","303¨T¨®¹s¥ó,312¾÷¨®¤Î¨ä¹s¥ó","®ç¶é¥«¤K¼w°Ï·ç®õ¨½15¾F¤¶¹Ø¸ô¤G¬q533¸¹","121.297614","24.944060"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô2¬q583«Ñ36¸¹","¦°®Ê¥ø·~ªÑ¥÷¦³­­¤½¥q","T0300043",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô2¬q583«Ñ36¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","¶ÀºÑµØ",84412364,"ªÑ¥÷¦³­­¤½¥q",NA,1011105,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~","259¨ä¥Lª÷ÄÝ»s«~","®ç¶é¥«¤K¼w°Ï·ç®õ¨½2¾F¤¶¹Ø¸ô¤G¬q583«Ñ36¸¹","121.299765","24.942389"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¤G¬q473¸¹1¼Ó","ªFªL¹q¤lªÑ¥÷¦³­­¤½¥q","03001783",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¤G¬q473¸¹1¼Ó","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","§d½÷¼Ý",23187148,"ªÑ¥÷¦³­­¤½¥q",NA,1020719,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½15¾F¤¶¹Ø¸ô¤G¬q473¸¹","121.297565","24.945263"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¤G¬q688¤§5¸¹","¶v¼s©w¶T©öªÑ¥÷¦³­­¤½¥q¤K¼w¼t","03002023",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¤G¬q688¤§5¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","§õ²ÐÖö",53794660,"ªÑ¥÷¦³­­¤½¥q",NA,1021118,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½12¾F¤¶¹Ø¸ô¤G¬q688¤§5¸¹","121.297293","24.938772"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¤G¬q¤C¤C¢¯«Ñ¤­¤G¸¹¤@¼Ó","¥üÂ×¤u·~¦³­­¤½¥q","99622945",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¤G¬q¤C¤C¢¯«Ñ¤­¤G¸¹¤@¼Ó","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","±i±RÅã",43749385,"¦³­­¤½¥q",NA,910110,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~","259¨ä¥Lª÷ÄÝ»s«~","®ç¶é¥«¤K¼w°Ï·ç®õ¨½9¾F¤¶¹Ø¸ô¤G¬q770«Ñ52¸¹","121.295927","24.936697"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¤G¬q¤E¢¯¤@«Ñ¥|¤E§Ë¤K¤»¸¹","­ðºö°wÂ´¦³­­¤½¥q¤K¼w¼t","99627973",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¤G¬q¤E¢¯¤@«Ñ¥|¤E§Ë¤K¤»¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","³¯ºa«Ø",86071714,"¦³­­¤½¥q",NA,911111,"¥Í²£¤¤","11¯¼Â´·~","111¯¼¯½,112Â´¥¬","®ç¶é¥«¤K¼w°Ï·ç®õ¨½4¾F¤¶¹Ø¸ô¤G¬q901«Ñ49§Ë86¸¹","121.299327","24.937726"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¤G¬q¤­¤T¤T¸¹","¹Åöq¤u·~ªÑ¥÷¦³­­¤½¥q","99625561",6410000189521,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¤G¬q¤­¤T¤T¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","´å²Q´A¡@¡@¡@",84342488,"ªÑ¥÷¦³­­¤½¥q",580101,660726,"¥Í²£¤¤","30¨T¨®¤Î¨ä¹s¥ó»s³y·~,32®a¨ã»s³y·~","303¨T¨®¹s¥ó,322ª÷ÄÝ®a¨ã","®ç¶é¥«¤K¼w°Ï·ç®õ¨½15¾F¤¶¹Ø¸ô¤G¬q533¸¹","121.297614","24.944060"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¤G¬q¤­¤T¤­¸¹","±Ò»Ê¾÷±ñªÑ¥÷¦³­­¤½¥q","99628529",6510000015902,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¤G¬q¤­¤T¤­¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","Â²¥¿¦°¡@¡@¡@",35341475,"ªÑ¥÷¦³­­¤½¥q",580101,661104,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","291ª÷ÄÝ¥[¤u¥Î¾÷±ñ³]³Æ,292¨ä¥L±M¥Î¾÷±ñ³]³Æ,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½15¾F¤¶¹Ø¸ô¤G¬q481¤§1¸¹","121.297575","24.945064"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¤G¬q¤»¤K¤K¤§¤»¸¹","®m¼Ý¹q¤l¦³­­¤½¥q","99624786",8610003307471,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½¤¶¹Ø¸ô¤G¬q¤»¤K¤K¤§¤»¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","ªL®Ñ·ì",80722556,"¦³­­¤½¥q",861113,890706,"¥Í²£¤¤","26¹q¤l¹s²Õ¥ó»s³y·~","263¦L¨ê¹q¸ôªO","®ç¶é¥«¤K¼w°Ï·ç®õ¨½15¾F¤¶¹Ø¸ô¤G¬q481¤§1¸¹","121.297575","24.945064"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢°¢°¸¹","¸Î¥Á¥Ð­¹«~ªÑ¥÷¦³­­¤½¥q¤G¼t","99707631",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢°¢°¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","§õ¸Î¥Á",28654851,"ªÑ¥÷¦³­­¤½¥q",NA,970602,"¥Í²£¤¤","08­¹«~»s³y·~","089¨ä¥L­¹«~","®ç¶é¥«¤K¼w°Ï·ç®õ¨½11¾F·ç·½¤@µó11¸¹","121.296497","24.939349"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢°¢µ¸¹","±Ó¤t¤u·~ªÑ¥÷¦³­­¤½¥q","99707947",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢°¢µ¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","Áé©ú¹B",23699231,"ªÑ¥÷¦³­­¤½¥q",NA,971205,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","291ª÷ÄÝ¥[¤u¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½¤@µó16¸¹","121.296572","24.939673"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢°¢¶¸¹¢°¼Ó","¯q¼s¹Åºë±K¾÷±ñ¦³­­¤½¥q","99707399",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢°¢¶¸¹¢°¼Ó","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","ªL²»Þ³",28793523,"¦³­­¤½¥q",NA,970107,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","291ª÷ÄÝ¥[¤u¥Î¾÷±ñ³]³Æ,292¨ä¥L±M¥Î¾÷±ñ³]³Æ,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½¤@µó17¸¹","121.296298","24.939253"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó20¸¹3¼Ó","ªö®®¶T©ö¦³­­¤½¥q","03000352",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó20¸¹3¼Ó","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","³¯¶Àª÷³·",80116931,"¦³­­¤½¥q",NA,1000412,"¥Í²£¤¤","11¯¼Â´·~","115¯¼Â´«~","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½¤@µó20¸¹","121.296341","24.939598"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢²¢±¸¹¢°¼Ó","ÖM³Ó¤u·~¦³­­¤½¥q","99722551",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢²¢±¸¹¢°¼Ó","®ç¶é¥«¤K¼w°Ï","§d¥É¿P",53044674,"¦³­­¤½¥q",NA,990708,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~","259¨ä¥Lª÷ÄÝ»s«~","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½¤@µó32¸¹","121.295966","24.939482"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢²¢´¸¹¢°¼Ó","Ä_µ¾ºë±K¦³­­¤½¥q","99722648",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢²¢´¸¹¢°¼Ó","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","«ÀºÖ¨Ó",16386493,"¦³­­¤½¥q",NA,990914,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","291ª÷ÄÝ¥[¤u¥Î¾÷±ñ³]³Æ,292¨ä¥L±M¥Î¾÷±ñ³]³Æ,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½¤@µó35¸¹","121.295627","24.939050"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó37¸¹","¤s¬u¾÷±ñ¦³­­¤½¥q","03000289",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó37¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","³¯«Ø¥þ",12648257,"¦³­­¤½¥q",NA,1000302,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½¤@µó37¸¹","121.295546","24.939031"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢²¢·¸¹","¬KÄ_¥ø·~ªÑ¥÷¦³­­¤½¥q","99707239",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢²¢·¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","§f®¶µo",22219516,"ªÑ¥÷¦³­­¤½¥q",NA,960929,"¥Í²£¤¤","22¶ì½¦»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~","220¶ì½¦»s«~,292¨ä¥L±M¥Î¾÷±ñ³]³Æ,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½¤@µó38¸¹","121.295622","24.939454"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢³¢´¸¹","ºÖ´¼¾÷±ñ¦³­­¤½¥q","99707786",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢³¢´¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","§fª¢¬w",16014748,"¦³­­¤½¥q",NA,970826,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½¤@µó45¸¹","121.295253","24.938914"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢³¢¶¸¹","µqÄË¤u·~ªÑ¥÷¦³­­¤½¥q","99707272",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢³¢¶¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","§f¥É¬Â",23693285,"ªÑ¥÷¦³­­¤½¥q",NA,961019,"¥Í²£¤¤","30¨T¨®¤Î¨ä¹s¥ó»s³y·~","303¨T¨®¹s¥ó","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½¤@µó47¸¹","121.295185","24.938898"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢´¢¸¸¹","·×©[¥ø·~¦³­­¤½¥q","99707952",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢´¢¸¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","¶À²V©¥",23885538,"¦³­­¤½¥q",NA,971211,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~","254ª÷ÄÝ¥[¤u³B²z","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½¤@µó59¸¹","121.294752","24.938771"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó59¸¹1¼Ó","¦ö®i¥ø·~ªÑ¥÷¦³­­¤½¥q¤K¼w¼t","99717905",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó59¸¹1¼Ó","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","³¯¾W¶§",22381762,"ªÑ¥÷¦³­­¤½¥q",NA,981113,"¥Í²£¤¤","24°ò¥»ª÷ÄÝ»s³y·~,25ª÷ÄÝ»s«~»s³y·~","241¿ûÅK,251ª÷ÄÝ¤â¤u¨ã¤Î¼Ò¨ã","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½¤@µó59¸¹","121.294752","24.938771"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢´¸¹","°ß»Ê¥ø·~¦³­­¤½¥q","99707198",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢´¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","´¿¼y¦w",28317155,"¦³­­¤½¥q",NA,960905,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","291ª÷ÄÝ¥[¤u¥Î¾÷±ñ³]³Æ,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½¤@µó5¸¹","121.296759","24.939416"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢µ¸¹¢°¼Ó¤Î¢·¸¹¢°¼Ó","±Ò²±¾¦½ü¦³­­¤½¥q","99722413",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó¢µ¸¹¢°¼Ó¤Î¢·¸¹¢°¼Ó","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","¤ý¾ð«n",28346784,"¦³­­¤½¥q",NA,990408,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½¤@µó6¸¹","121.296889","24.939765"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó6¸¹2¼Ó¤Î8¸¹2¼Ó","±Ò²±¾¦½ü¦³­­¤½¥q¤K¼w¼t","03002573",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½¤@µó6¸¹2¼Ó¤Î8¸¹2¼Ó","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","¤ý¾ð«n",28346784,"¦³­­¤½¥q",NA,1031125,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","292¨ä¥L±M¥Î¾÷±ñ³]³Æ,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½¤@µó6¸¹","121.296889","24.939765"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½µó¢°¢¯¸¹¢°¼Ó","²±¬f¼Ò«¬¶}µo¦³­­¤½¥q","99722400",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½µó¢°¢¯¸¹¢°¼Ó","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","¨H©ú¶i",25162950,"¦³­­¤½¥q",NA,990326,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½µó10¸¹","121.296736","24.940616"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½µó¢°¢±¸¹","ÀAªYºë±K¥ø·~¦³­­¤½¥q","99707193",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½µó¢°¢±¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","§õ«a·×",28772061,"¦³­­¤½¥q",NA,960903,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½µó12¸¹","121.296661","24.940590"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½µó¢±¢°¸¹¡B¢±¢²¸¹","«~³Ð¹ê·~¦³­­¤½¥q¤K¼w¼t","99717780",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½µó¢±¢°¸¹¡B¢±¢²¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","¬_©ú·×",80052850,"¦³­­¤½¥q",NA,980812,"¥Í²£¤¤","23«Dª÷ÄÝÄqª«»s«~»s³y·~","231¬Á¼þ¤Î¨ä»s«~","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½µó21¸¹","121.296075","24.940073"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½µó36¸¹","®i®®¤u·~ªÑ¥÷¦³­­¤½¥q®ç¶é¼t","68000081",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½µó36¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","¤ý¥Ã¦¨",2087761,"ªÑ¥÷¦³­­¤½¥q",NA,1040519,"¥Í²£¤¤","22¶ì½¦»s«~»s³y·~","220¶ì½¦»s«~","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½µó36¸¹","121.295973","24.940381"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½µó¢²¢¸¸¹","§e®f¥ø·~¦³­­¤½¥q","99707238",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½µó¢²¢¸¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","§f«T¨k",28389158,"¦³­­¤½¥q",NA,960929,"¥Í²£¤¤","22¶ì½¦»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~","220¶ì½¦»s«~,292¨ä¥L±M¥Î¾÷±ñ³]³Æ,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½µó39¸¹","121.295391","24.939893"
"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½µó46¸¹","¥ßÜg¼Ñ¬[¦³­­¤½¥q","03001609",NA,"®ç¶é¥«¤K¼w°Ï·ç®õ¨½·ç·½µó46¸¹","®ç¶é¥«¤K¼w°Ï·ç®õ¨½","Áé¬î­»",23867855,"¦³­­¤½¥q",NA,1020327,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","292¨ä¥L±M¥Î¾÷±ñ³]³Æ","®ç¶é¥«¤K¼w°Ï·ç®õ¨½14¾F·ç·½µó46¸¹","121.295738","24.940312"
